pH;Hardness;Solids;Chloramines;Sulfate;Conductivity;Organic_carbon;Trihalomethanes;Turbidity;type
3.426237683;294.9100233;22328.52989;5.693770914;263.6130656;443.9558275;14.04578897;61.11288451;1.128445157;Type2
6.424238063;111.8395352;28998.98606;9.380151681;244.5648899;575.5976807;19.36999886;69.19581211;4.391859326;Type1
5.703285883;150.3562849;28643.93446;5.885061699;363.277783;505.8174111;12.01592639;62.11121998;2.429565938;Type1
3.411745168;177.8520145;25720.745;5.484229474;448.0594051;564.5941591;16.73989359;90.06039811;2.220762696;Type2
3.924493744;109.793789;29804.61407;1.866165442;475.3332216;640.8462533;13.58126215;70.61356232;1.477073494;Type2
6.865703836;207.0341643;29364.31521;5.889002818;306.331456;439.2589574;18.70036138;105.9116878;1.45419572;Type1
7.922215066;243.185881;29302.55906;9.767479482;499.1598007;575.9661235;13.93135484;64.05177578;4.984780445;Type2
6.113531686;265.7827742;24494.17458;3.717161227;201.0895129;556.3687124;6.697148101;30.1872033;4.549105316;Type1
7.511598755;227.6744875;24343.51802;3.207882036;255.5124753;612.7508853;5.190813484;69.44686311;2.872401942;Type1
8.742665187;169.6285326;17324.9674;2.706959894;493.8201026;566.1476877;14.43548474;50.04342735;2.069772539;Type2
3.040269841;168.4320337;16264.28786;7.10625612;352.7501429;413.8229704;16.28719498;54.18640064;4.404440005;Type1
6.182926525;227.2472712;19981.36596;2.596968563;303.0493042;677.6271822;17.52263267;106.6287684;1.820938953;Type2
8.156449062;228.3030172;19270.60235;9.931764127;313.6511385;453.0783553;5.015604683;89.72068869;1.882562258;Type2
6.368313469;225.0921796;28563.32877;4.287254476;471.6734281;486.0496019;6.922698016;116.7698072;2.812510732;Type2
4.41925127;243.1176769;21114.08024;4.733942517;261.7583509;568.7444908;15.68384005;37.16613005;2.27765723;Type2
6.805014635;290.2955187;19091.90513;1.262484744;243.8424931;406.9735274;6.175607788;109.6653478;3.032378142;Type1
3.149141129;225.0273078;27607.87632;4.731968794;311.6840868;697.8434328;12.46369448;101.4854438;1.554097652;Type2
6.532670769;269.3172337;16637.22384;5.228413961;373.6542031;618.7539324;6.113356781;100.4162786;3.076893526;Type2
6.381646219;190.7690453;18276.59513;4.661101513;271.4193212;674.292893;11.52484438;119.4063631;3.220253087;Type2
5.028525498;238.4861939;21975.56042;8.746687165;442.2464933;405.146136;5.130652094;50.06241366;3.238095881;Type2
3.113162595;274.4521144;19889.04479;2.925560499;446.3895225;535.7825045;16.61690222;52.73843842;2.155344376;Type2
5.197440355;149.0784955;18594.70982;1.323552184;338.1151234;478.7165547;17.06621372;65.25841865;1.50789632;Type1
4.317984555;181.8920616;29505.4497;6.894203555;237.9126705;402.5157777;17.13194217;24.17424764;4.772514489;Type2
3.657793857;164.8571814;17257.83701;6.568155309;294.9136007;458.51747;6.299418853;63.01233915;4.472899388;Type2
7.140051865;266.5244219;18736.73532;9.21212403;353.7761649;637.6914442;17.30737971;34.32849031;1.205347443;Type1
3.458236851;171.9289369;12565.06106;2.55942469;468.5942529;512.6442366;17.64251392;23.09580089;2.324594948;Type2
5.870364532;131.6195854;23923.96371;1.51321294;273.7485961;485.312663;14.27497223;118.2014705;1.471780222;Type1
8.185764403;248.7197065;24894.72467;9.170971771;363.9296906;661.0999526;14.44341091;60.87119297;1.651066113;Type1
4.801447504;127.8081286;13565.92244;4.295513919;307.7148859;442.3906058;16.18465683;37.17774477;1.079691541;Type1
8.291528509;151.0440091;12526.44729;2.386179844;223.5829406;434.3460949;10.22264638;21.18204675;2.163540703;Type2
7.228683813;295.4757814;15955.46944;3.754425506;378.9989829;665.9092678;18.43765304;55.57999295;1.628479366;Type1
8.952879234;264.0969567;26740.49118;9.396913999;265.8580502;685.1156131;18.904974;112.6822314;1.472262828;Type1
3.836333367;183.6617845;13313.52681;1.710496689;418.1553993;450.400231;19.09413762;66.23008497;3.054130937;Type2
5.581138682;146.7439779;21015.06194;2.379686895;402.8051301;526.8654854;10.64210624;83.3482719;3.617966461;Type1
3.784719522;195.2411165;15567.54743;5.57625104;377.4558282;651.4124037;9.84999291;40.17845576;2.210251025;Type1
8.194689266;156.6493798;13752.61471;9.924088248;428.4010325;481.5303296;5.220214291;68.03758767;3.243459826;Type1
7.592911046;175.7254913;14799.43159;1.33582808;432.9159931;596.5651168;17.31097304;102.2908915;1.722485382;Type2
4.336020531;249.2729998;16151.07076;9.275790448;359.0098085;689.535539;19.60966415;39.63719456;1.518312402;Type2
3.121709394;168.463429;23910.36603;7.575548958;433.5792352;557.7341343;17.27008866;112.1859868;2.750428938;Type1
8.28394113;218.7918123;12483.11623;5.905192467;358.9453748;545.1861781;16.14820741;29.53608831;1.375247311;Type1
6.834657917;199.6440685;14186.72042;8.040740646;251.247722;618.7311857;13.16297322;114.9446009;2.368591501;Type2
3.896519906;228.6631921;11935.90237;5.212591229;430.6283895;466.0650627;12.42132308;35.95244813;3.425681325;Type2
3.884128335;293.7103183;27342.979;9.152175228;441.8913256;465.6027667;5.223218723;83.80928103;3.053498735;Type1
6.589584536;143.7309808;29621.69129;4.750797065;403.551906;677.3883931;10.54246828;118.340543;4.255955906;Type2
4.995418487;255.0320162;14989.03937;3.688748939;443.1398512;660.5928603;16.33036111;26.52091294;1.297038986;Type1
5.906065916;125.5823519;13612.00998;1.981440726;436.0440631;603.2238492;14.69613658;41.14835627;2.455465124;Type2
5.226105107;233.3256968;24503.39781;2.087790104;384.7928693;427.060856;7.052352031;61.80020185;1.954499641;Type1
6.641030381;283.0394178;22474.21522;7.457148579;377.0977797;474.5899896;12.48016427;91.71500629;1.231984768;Type2
6.281365401;199.887775;11414.68221;9.667524545;394.1755452;402.746595;11.4070802;103.7309058;1.946881813;Type1
8.24609933;191.5415263;26525.5338;6.130393118;309.8649093;444.9665588;14.05238233;92.07599179;4.575977049;Type2
4.106363731;188.3573774;22986.44837;8.716287231;280.6212366;620.698324;17.97380806;38.71634334;3.789361577;Type2
4.744557915;116.1238268;10558.80698;5.89510586;428.1811273;614.8153648;18.28870551;117.2770854;1.566619003;Type1
4.364452678;152.9794718;10428.2211;7.861968413;370.3161142;551.1096058;19.21529906;22.38436548;3.008147562;Type1
3.641238183;146.1985706;12315.81171;7.151845985;400.2489553;651.7601171;11.79272677;111.2295452;4.691564483;Type1
7.435772671;150.9296486;12533.46485;8.853428852;319.405555;450.9486832;13.04677408;45.65915606;4.687632693;Type1
7.033629823;144.8770439;21303.73105;7.276716915;360.4095432;450.9255968;7.103077899;98.51947493;1.501065461;Type2
7.236921315;282.4372356;14664.99187;5.353844323;317.371232;655.4746165;10.06667229;29.27830487;1.631093271;Type2
8.426285647;284.3827346;13439.3186;9.016270177;240.9749267;436.0095936;7.64997034;104.0783246;1.089751443;Type1
6.699093116;254.1120331;28282.8523;5.015597569;288.6709559;638.5714219;13.88362273;28.94912677;1.950410706;Type1
4.09122135;137.6711941;28266.92613;8.245017945;331.9478176;652.5235034;19.08434483;103.2226446;2.969291429;Type2
7.385684942;124.8124302;20537.65466;9.760792663;272.8678043;540.1760656;12.43593111;51.38652246;2.642994008;Type1
4.696547044;290.8806712;29550.2307;5.798285072;260.1996745;489.0247608;11.75924153;76.8652275;2.752097444;Type2
4.672539269;285.8221951;27535.06701;1.104227615;313.6041203;571.3312864;18.50730001;41.52340201;2.750636401;Type1
6.567775571;213.8862203;23362.58335;4.851340659;287.7928856;577.008673;17.57250861;118.9524646;4.280790826;Type1
3.566102617;262.5652607;14600.82117;4.819486839;341.0355688;604.771926;13.24868444;44.78287094;1.458734902;Type2
8.929602249;117.2624872;22049.66809;3.029435502;252.485416;447.1293572;9.958026199;72.13459052;3.553357108;Type1
6.321314247;259.9681043;21958.14678;2.797896173;493.5869659;618.3423493;10.71141366;67.77194656;2.660040546;Type1
3.333196299;227.9360688;16893.98202;6.334974217;237.6399541;473.0508963;14.14970616;118.6402772;2.943283059;Type1
7.135748593;246.6058424;13002.4283;5.14516372;299.3423994;559.9501758;10.73459173;43.40161811;4.582250159;Type1
8.187698169;166.7400288;20986.50449;2.92856739;212.4873775;650.9424743;18.05707835;103.1306371;2.184476594;Type2
6.858508554;154.5467868;19504.3366;9.100512115;421.832111;419.7323272;13.9277922;67.30426245;1.921261022;Type2
7.715258678;236.8512392;19608.12855;6.271180556;340.2784264;430.3987508;13.48922018;114.520055;2.782301845;Type1
7.800811948;291.2582004;15520.42053;2.828745729;248.861268;498.37604;15.71309856;42.09333031;1.457370462;Type2
4.008038062;165.3083906;25607.62658;5.92680208;358.0530301;472.8157249;9.425132553;45.79685364;4.803071129;Type2
6.153607992;229.7853463;13047.27061;5.26867252;468.3394262;550.1172907;17.90483395;65.78101219;2.236037958;Type1
8.446580207;119.2420976;29804.58937;8.25362962;474.1641479;530.508142;19.48433149;52.85596182;2.245229473;Type1
5.535100977;195.6385493;21961.53628;4.994817708;477.1603955;688.1571297;18.59992026;34.68937435;1.933823758;Type2
4.391959484;205.4563981;12751.17612;1.359692526;248.8245009;578.9404189;10.81596762;112.2472574;4.131436207;Type2
4.33483736;146.7913981;11764.62563;3.606221897;455.5248261;469.0234425;14.98250741;43.23005526;4.001897012;Type2
7.814792427;144.0970452;15555.67321;3.25044917;293.0771309;493.0699657;16.66284885;44.87023536;3.6254426;Type2
8.407744098;224.3265101;14424.39078;4.746374883;406.339565;401.0879976;6.49995416;37.62798644;1.011761934;Type1
3.72690701;131.0847465;13618.51419;7.427913707;411.1445519;530.1285474;16.17992742;103.0860952;4.802740051;Type2
7.131131628;217.9066391;20127.63653;5.879958306;379.586302;568.5728202;5.760411137;118.6325389;1.864327343;Type1
5.580354795;203.651717;26179.71301;3.62856803;389.4746061;586.3023189;17.52832951;84.63758216;2.219343096;Type1
6.243330389;131.8705297;15152.01895;1.413583948;228.4560616;423.6808969;19.52701991;87.37889205;2.371115454;Type1
6.814016156;219.7560444;12915.96648;2.607250589;441.9857472;608.7874557;19.17016516;78.79642613;4.065494878;Type1
4.283527305;164.2076817;28533.25894;5.473398679;474.8359616;476.1495586;8.001515274;83.17334714;1.828535573;Type1
7.419263627;256.6833301;29060.60831;5.634138413;441.3049133;642.3189833;17.32168466;42.66925622;2.216331268;Type1
4.855964994;148.192477;26332.43167;7.820501592;482.207912;629.4061515;19.12411532;66.89986104;2.733869189;Type1
6.151801929;104.1430932;13653.2673;1.744187366;467.7899736;508.5171537;8.714482027;102.3777228;4.326105164;Type2
7.858806292;110.6615821;24720.25534;8.382717712;228.2662034;409.0535728;19.12909348;103.2142945;1.467277686;Type1
8.788891855;246.7265702;28906.46791;2.209348544;320.3434928;471.9360267;19.22437929;30.2041233;4.579404304;Type1
4.027171822;173.8285285;16620.76018;8.912803458;202.4113131;605.8367741;13.05265695;69.5362465;1.636002004;Type1
5.250875174;261.6977538;27333.93076;8.344577001;395.5507636;646.2930923;9.20309798;21.34733209;3.832437945;Type1
4.623387035;179.2923102;16658.22813;5.450922914;328.7824851;688.8455387;6.567304216;32.71151888;4.025764984;Type2
8.974583673;205.5224875;22751.91229;7.487578009;479.3314202;406.4610491;5.101998954;91.66499303;1.56850833;Type1
4.931424989;186.7653952;12724.60604;1.231729023;401.3147518;483.3432151;8.316471152;107.896231;1.450777636;Type2
3.084239394;243.4541241;25523.23528;9.808112697;365.5507659;650.9347821;13.31573541;56.59176933;1.637558692;Type2
5.266975726;232.7289905;16876.13718;8.574277326;350.435722;569.218322;10.92383036;99.37087314;3.011228188;Type2
6.376175462;204.7165997;29265.31704;3.413019331;251.0646981;428.1935628;5.278401707;82.41613645;3.998947898;Type2
4.256676579;163.8661327;13598.63173;4.359259384;257.1657517;482.4605723;16.51168313;112.2099808;3.928435447;Type2
7.969540032;282.316224;14279.71763;7.22512115;384.4931168;595.4380605;9.837017791;38.65958841;2.629657355;Type1
3.888397674;198.985493;13601.15841;6.866776188;345.4909651;435.4833488;19.68390572;48.64786638;3.699251513;Type2
5.132250331;167.8743001;26221.99138;6.751594535;417.6657415;474.9283975;15.01799359;111.423529;1.631032039;Type1
3.714106821;100.6111778;13060.15777;3.375300001;363.3930582;590.0059825;13.04980809;93.18529343;3.714414796;Type1
7.499547467;252.2496655;12790.01836;4.74565125;236.5302967;450.7620551;12.37431251;106.393343;1.607324124;Type2
5.321277392;115.7777181;21091.43531;2.359459372;440.2284132;554.2205844;12.01426121;26.7297166;3.165587812;Type1
6.774418043;180.3525228;22512.38487;3.885244885;473.1725266;636.1456926;12.02671812;46.40049801;4.764828656;Type2
8.681883119;134.4349585;12450.9156;9.237468716;346.7508228;445.7211838;9.720273951;69.90632528;4.579436426;Type2
5.623653379;218.4784794;15130.05639;2.248118663;224.120766;594.7021231;11.54850469;111.9940781;1.774727611;Type2
5.609499468;253.7380478;11046.03313;2.696129079;409.6802849;534.0528316;14.8167125;62.64706039;3.741768411;Type2
5.408546435;193.6966222;23967.2407;4.537005465;352.4800612;595.8059874;12.78309105;114.4977112;2.828528903;Type1
7.08653115;271.7356013;20154.52017;4.04373132;214.4820199;498.4295501;12.63446647;107.0444286;4.50199815;Type1
3.523033738;110.417955;14950.14483;7.597230838;354.5826039;670.1813993;7.857969812;53.82907485;2.530503744;Type1
7.939979639;144.0030347;27920.96304;9.628856379;477.454742;429.1034497;10.24234081;43.25159012;2.528568136;Type2
4.927360774;136.2123601;22715.56859;1.17023246;248.2644661;579.1685643;7.402638217;44.96322637;1.865490998;Type2
6.507832529;247.1810609;29512.2904;6.464436348;251.3362123;517.818639;9.699300339;29.46420582;3.128300633;Type1
5.622988616;167.8664596;14831.35779;2.388133087;296.1887729;687.0083827;13.04308736;45.43313385;1.844699481;Type2
3.152837721;298.88916;17405.40968;3.211135496;392.2273036;585.9105202;10.82839816;64.96470459;1.406650197;Type2
3.923798098;169.2948118;14147.33874;1.8514094;393.8002527;441.6243382;9.58386408;111.5920128;1.373204364;Type1
5.28427347;110.1254365;24313.61506;4.108942245;377.4769539;418.4823102;8.804232223;78.93762777;2.884179376;Type2
3.456382211;273.2769117;22837.48354;4.43140569;355.3318112;574.8629017;14.67007179;118.4721535;3.223229746;Type2
8.865011099;202.199344;14068.4893;4.392962431;220.8030422;640.9082561;14.11749579;116.4429683;3.042751304;Type2
4.373530108;156.4324438;12583.75914;8.893390058;350.9893463;628.7724956;12.33986878;83.41540625;3.435006613;Type2
8.065474887;112.7361684;27203.97125;3.782316722;296.9933032;652.1665342;9.941124298;38.24524616;2.229468473;Type2
4.46813805;131.6628915;17593.13718;2.073889496;334.3184373;585.3033937;13.38846072;42.13323185;1.664686748;Type2
3.721611918;275.4188408;17537.92659;2.79988494;326.6041713;608.2316332;8.582728415;107.468276;4.521585659;Type1
6.467348309;164.2233059;14398.52047;7.637413337;395.0867699;524.6686871;16.76836278;94.89434311;4.177936286;Type1
7.372665379;155.4729918;21713.55594;1.597848279;356.6746363;693.2119196;5.577703448;90.17193912;3.30308599;Type2
6.67050125;282.2836534;25020.97485;7.212471691;485.7542545;442.9381673;16.9179217;47.02127063;3.829575348;Type1
8.070585714;210.8610874;29338.93498;1.124423262;260.3152891;562.6610321;10.1674592;26.66151061;1.019638358;Type1
6.387928162;112.0189327;18448.82308;9.906245193;377.9512141;584.6628987;11.99335585;23.27283549;3.052058665;Type2
8.189616416;101.5581173;23017.64088;7.974764292;282.3415442;663.4796819;19.13342589;107.8079074;3.356214155;Type1
3.472354353;285.9529533;12807.2298;3.992638872;206.3441543;615.5889864;17.50443474;112.6189996;1.582338068;Type2
5.31499578;105.1105385;13484.36078;7.66664932;271.7021216;559.846805;7.461608346;94.57918083;1.749535646;Type1
4.2958031;122.6699093;21204.03636;3.974288007;367.2209649;566.1144675;5.941825686;98.72677952;4.416153744;Type2
8.28562348;142.4918938;21521.25344;5.190938116;238.8990046;652.8914919;16.38924396;102.9584282;4.558828761;Type1
7.337896496;181.4165105;25006.49393;6.076483531;307.5266646;614.8379027;12.01530093;60.27883288;4.286417001;Type1
6.679309392;223.4625913;12265.27623;1.634341612;272.874537;459.2255272;19.49101123;42.1760028;1.058294484;Type1
8.143673224;167.6692606;15518.3143;1.52899644;471.508377;422.8766176;15.4789856;26.48391133;2.820874406;Type1
7.795937245;260.8481887;25721.24587;7.691879335;451.6658685;475.7257101;13.03445056;22.71142442;1.983259366;Type1
6.609294766;176.6305;11346.48917;7.76864722;303.1061548;571.5547727;8.850173746;41.92142831;4.692391975;Type2
6.625978606;241.8589452;29726.1655;9.827629062;231.8438077;675.3982553;5.260513141;27.04371391;2.093627544;Type2
5.480591531;153.4951708;11920.6372;4.988879341;208.1664164;426.5063388;17.61941445;60.30974867;1.466849522;Type1
8.217069593;261.1620348;21704.33018;2.801399031;281.1786696;460.0807327;16.91831633;21.45162075;4.746164808;Type2
7.334361907;273.6095582;22468.16164;3.025580831;247.9456822;622.6605659;14.07411952;56.67220431;4.815969227;Type1
6.718139625;126.6029684;14633.93311;6.356210875;470.2144704;656.2860299;5.977937272;31.06908735;4.940232278;Type2
7.54985264;290.2652065;15627.21825;3.074566173;249.4113416;411.2331254;9.797383628;32.55209098;4.000529031;Type2
7.512166647;150.4840811;19845.18572;6.607337514;337.3443374;598.9721479;15.69794367;31.90426036;2.327797686;Type1
8.448185568;144.275632;14886.74154;2.491893356;262.1530906;694.2543632;15.69020401;62.43755703;3.302984468;Type2
6.018320052;240.8001839;26019.17482;7.060964534;215.6741487;590.1747186;12.50308468;34.27555872;1.60285858;Type2
7.502919286;192.206681;18430.46028;4.606783232;228.7376423;637.6971868;8.372510803;106.2676773;1.00866001;Type2
6.960544929;278.5704969;16096.48791;5.193973488;474.2609072;606.5912755;17.75151137;101.6540876;4.931726254;Type1
8.25440586;149.5904999;11206.41847;9.29456315;287.2000448;478.3489539;18.36354343;68.30788842;2.227239153;Type2
5.100512102;115.3633851;25533.92674;8.332248655;228.6947585;577.821337;16.44465712;29.97157478;4.961692341;Type1
8.300993181;298.470916;26967.05539;8.934909036;318.4321845;488.4262435;5.605421799;30.56106995;2.379961182;Type1
4.644829639;237.4627541;18892.66133;9.886121295;395.2878237;456.3613584;10.61904732;103.0405511;1.56033066;Type2
3.500882458;140.5470551;23718.09265;4.161144659;240.5097875;674.6449214;5.921196861;35.68463654;3.104520199;Type2
6.182528048;132.2046537;25532.16402;5.759184566;234.3470245;637.6244276;7.461887816;38.176669;3.096424185;Type1
3.078222102;283.4524458;12514.93539;8.380308327;286.7729496;566.7931621;15.51449363;73.45011684;4.728691699;Type1
4.171496901;224.2951548;16456.82107;6.156436321;280.1941361;661.362988;12.31291175;27.8524209;1.515708375;Type2
6.506346499;190.0576098;26146.24583;3.135507734;374.2574714;521.280921;14.56090656;96.38384921;4.721009643;Type1
4.421836474;269.3362021;13274.14069;6.27346497;252.7127951;522.7417855;14.68425146;109.3110483;3.39302763;Type1
5.291258875;245.7556408;29368.72786;8.643983819;443.121077;628.9771832;6.588386087;90.82643567;1.080690059;Type1
8.330297183;200.988739;17026.17629;3.493927932;496.3329513;659.0466015;18.66173687;53.57011312;1.877738265;Type2
7.255831767;119.8750936;16445.98099;8.586860791;231.5375675;655.4418305;18.75578528;74.14425763;1.960836845;Type1
6.096375409;169.8876945;27066.31786;7.696515367;262.3975443;424.513749;9.154996704;48.9358489;2.037957868;Type2
5.345475633;115.2044687;13244.62502;9.53425471;444.648278;698.2350099;10.27549068;84.22226425;1.777912341;Type2
8.130824593;298.1218094;11896.42943;8.006965053;202.3715968;477.3227207;14.89411918;98.72628013;2.203835356;Type1
5.07884992;177.2644855;10065.85548;9.562708742;448.2919682;558.1178272;14.39536774;91.07469953;1.090184454;Type2
6.455766155;140.6180492;27452.16604;7.601829664;459.4772665;654.0143369;10.30514811;85.62568579;3.391819148;Type1
3.469302626;224.6352627;28097.01051;1.337855131;295.1364285;483.6207868;18.34588868;80.77788099;2.950677432;Type2
8.239992934;228.3880419;24371.01418;9.045591129;387.6910163;426.6432937;15.12648295;82.44722641;2.077385237;Type1
3.701008465;272.3720601;14607.64551;8.579791853;423.8131556;534.297343;7.765550852;106.3058223;2.954177795;Type1
5.729927959;216.4052184;23176.2364;1.232209549;325.5801881;402.0631254;7.703571401;65.08356612;3.305306778;Type2
3.39031496;128.797425;24606.9122;6.984260608;322.0910111;403.9772311;18.31809287;95.95231844;3.316852727;Type2
7.84484476;226.6611274;19845.01271;5.309169249;282.1653053;505.0620287;5.826531222;49.77256091;2.457425062;Type1
5.345995588;173.1205205;21557.17879;8.014754723;224.5814132;457.4860651;9.472862116;20.84922247;4.634809231;Type2
6.498097484;260.2906193;23274.17955;6.153199472;234.5935796;568.3624518;8.786922988;118.1720414;4.931906759;Type1
8.814291132;100.2483284;10356.02554;6.12130094;408.6095215;473.1318622;13.22417799;64.19794277;3.098645031;Type1
7.033986588;186.5321499;10160.91159;8.901453767;269.8232367;573.4483948;16.95751437;62.57939997;1.792728029;Type2
4.64146372;292.8580819;23805.14035;8.703431997;342.5580375;597.0491342;15.2447893;25.83075018;2.077948472;Type2
7.172167338;208.164076;24143.65592;9.818482778;387.7459851;597.8481854;11.90110042;94.22723642;3.400040773;Type2
4.894941806;199.4718034;20425.37586;5.909223374;303.8737777;573.8833693;19.6968856;81.08906224;2.281401711;Type2
8.676839696;255.1286573;29115.76955;1.869407418;279.9265367;593.9214484;5.500549833;80.92259745;1.336497451;Type2
5.304563589;266.467901;19855.71985;4.224177472;285.8201268;562.4141122;15.52047136;53.04012761;1.248783025;Type2
3.408603115;247.30276;23532.96628;6.313629546;495.2053871;515.0233652;17.12682717;95.70783714;1.479871943;Type2
8.657872233;246.7114923;14498.2202;6.733876231;364.7771021;523.5563353;7.059436245;55.69080867;2.392091667;Type2
8.901732214;299.4990441;28343.98667;3.465178148;261.5868631;684.0711472;7.531050924;32.20538255;3.012534193;Type1
8.748641894;295.126531;20689.52748;3.630506978;311.2371172;509.6077953;13.86142528;110.5301649;1.403553353;Type2
6.984006916;229.3583445;14411.07935;4.082700879;326.2670778;621.575191;17.25893841;61.23206707;4.822490298;Type2
4.130294885;274.1925341;20327.60531;8.078311336;488.6250161;626.61006;10.20692146;20.83955559;1.106827615;Type2
4.605595087;286.9896772;12461.84267;7.960748085;283.0847267;630.8793483;9.903728484;61.97693077;2.512156116;Type1
7.79274379;151.8753479;26157.98939;7.450364663;409.9960681;694.943076;18.7775804;29.533903;4.260352112;Type1
4.219487073;149.6897169;18392.70671;3.091737678;262.0402834;576.3704273;15.77293444;76.08666632;3.601237449;Type1
7.808729619;207.5018143;14568.66778;5.127161095;412.4015718;432.3350438;16.93827809;55.76419755;1.776310182;Type2
6.969353231;124.8306741;27460.83833;1.822828106;318.6987193;640.5138271;7.978161705;73.12053258;2.491583583;Type1
6.342367349;269.3319801;10356.55766;4.001698857;395.6737987;630.2924788;19.44450324;48.4222144;1.26830622;Type1
7.637356339;269.8028927;15054.94402;2.752555909;482.1255205;497.7067203;9.130439744;71.00780347;2.666495997;Type1
5.295289651;212.9964411;14795.2362;3.156027124;303.9159004;474.7455869;5.183023215;111.6305849;3.873400932;Type1
8.61328031;252.9008124;27665.0389;6.993209012;333.2208046;556.3658312;14.21228652;104.9365134;1.794649604;Type2
5.147463935;138.2164265;21025.39671;5.811445139;276.0234171;543.582381;19.76718975;72.41606413;4.123563545;Type2
6.021358449;151.4943065;21254.56048;2.00741308;289.9954419;517.4076428;9.874357944;45.52274176;4.224948093;Type1
7.489800735;292.4657258;11318.85502;6.92056218;320.6590361;576.422132;16.09800294;34.97477607;1.029707698;Type1
6.473418035;238.0926449;18636.09457;4.030376909;309.0093329;485.5267075;9.44633952;89.44085053;2.250740386;Type1
7.782412716;244.9251537;21100.55476;2.164484099;436.2186674;553.5162775;16.8150814;60.84728495;1.17443007;Type2
4.384160083;178.661332;28242.91187;9.721700627;427.9850886;577.8360387;14.04910558;31.80566837;3.510710959;Type1
5.489039747;141.2808229;22495.84381;7.000153698;304.4712906;524.6774287;12.71319532;72.74292309;1.243274355;Type1
8.089222036;224.6847739;29475.85305;8.363199386;356.6581506;442.996291;5.323216014;116.8878641;4.667394136;Type1
5.822379454;113.4066497;19426.86894;3.515851605;388.7707606;557.2298623;18.76643613;22.3320216;3.511922096;Type2
3.097163672;285.4398775;29318.77652;7.528711464;265.5638997;624.3743684;10.54856;84.4689605;2.994125842;Type2
5.591512898;119.2804187;17533.40712;7.670395078;247.7225155;402.0745721;13.17141163;25.0401476;4.282197055;Type1
6.273417725;140.9929407;21924.90296;5.249682442;368.3969684;671.6299716;5.634654019;44.3122184;3.601667667;Type1
6.443244802;271.002388;29138.17469;1.979364744;227.0463674;491.9608153;19.44968956;33.43266196;2.128368395;Type2
8.423232191;235.3927788;22273.52041;7.598381085;239.1621172;559.5561072;6.381269286;33.44690778;1.213320359;Type2
7.92768505;114.6392807;11482.04236;2.096791214;420.8480235;691.0899639;6.010671956;91.84467306;4.641889229;Type2
4.340704365;182.5482367;22341.79056;3.047166307;290.9794726;498.154037;13.07218537;109.2276014;3.967112941;Type1
5.624836901;175.0549122;29661.07365;7.492699216;229.1401216;440.7939921;8.067605991;62.04116774;4.413921766;Type1
6.77611877;171.7592363;15320.58835;4.340017492;386.5153392;655.6275442;10.27600601;44.16852571;1.559262177;Type1
7.635272655;165.5968085;17469.15212;8.635627562;492.41874;658.0988867;6.301889388;98.82211838;3.473579493;Type2
6.630565307;252.2972475;27437.98246;3.961716757;204.9482204;492.7495322;19.31771641;54.64330705;4.741708;Type1
7.355914943;230.1255844;11594.72152;7.330040631;471.1209135;501.2287241;13.28609286;117.0676996;3.073490488;Type1
6.227588315;221.1518583;12318.68091;7.719241416;368.0692876;433.0017178;12.80544891;66.50887702;1.083348709;Type1
8.449390134;150.9892506;14256.14755;9.622199977;200.7535945;412.2178556;14.35879647;48.17068594;2.059592372;Type1
7.81340026;213.095102;28264.49816;1.413870159;417.3310724;529.080216;11.81446016;114.795579;4.160388631;Type1
4.384025282;189.7130271;27934.86035;1.721202816;299.2601197;598.836446;15.82447076;63.05622434;3.985231288;Type2
5.92368347;128.207043;24219.43876;2.470336795;308.2249489;412.0891705;8.979106461;82.94825704;4.409940418;Type1
3.953753868;258.2687731;17467.19208;7.781567672;206.5974418;576.1050349;9.861361467;82.89779703;4.820703635;Type1
5.493008463;113.3380428;24221.46431;9.885875488;407.3707502;416.3990596;6.094859965;30.02661858;4.943419604;Type1
7.247786122;226.9100558;11434.72944;3.121341301;376.2607822;445.6833522;18.25603115;102.8805799;1.931752545;Type2
3.867289648;157.0819603;12481.23119;3.940828395;467.3849237;541.5154203;9.229325715;84.11885748;1.793189647;Type1
6.294603559;106.3009649;28694.54702;5.502812459;428.1509746;623.2892922;13.79793253;77.47039418;2.438342255;Type1
4.074067329;180.8894823;17210.50038;1.903975115;258.7850742;649.671681;7.180981581;49.84969228;3.788382367;Type2
8.173328705;188.7120223;23675.08561;9.859144078;211.6073615;649.3962557;12.66823638;39.16605873;4.608153694;Type1
3.689895818;191.4340789;19126.10514;4.632887834;254.9121181;662.9583691;10.29212559;95.86089635;2.119937152;Type1
5.537261353;218.1612824;11911.98853;1.34921113;434.8871352;575.2873682;18.57088407;62.28740104;3.789761454;Type1
5.260677721;220.3947319;13419.44648;5.458887245;356.5178011;530.1050224;19.5003555;73.85679984;4.988842527;Type2
8.992033155;154.2390317;19956.04653;4.372172107;352.7471427;601.9512706;14.1397512;44.610791;1.837245866;Type1
4.167576924;209.8803792;15657.9357;1.112591135;279.914282;696.0536109;14.87218815;94.68683883;1.512344642;Type2
7.319919921;172.8615811;27165.0251;1.795404764;451.5623167;551.143361;8.845866051;114.0687911;2.206438487;Type1
7.354456942;289.3873914;18304.11522;5.74326995;387.4321058;618.5316836;17.88164381;36.27497408;1.236746219;Type1
5.329540039;236.1397756;12515.74823;8.301995588;359.1560463;634.3720357;8.787266714;96.23141032;4.70523648;Type1
